^((?![zZ][0-9]+)(?![pP][0-9]+)).*([vV][0-9]+).*$
ABS
ADD
ADDHN
ADDHN2
ADDP
ADDV
AND
BIC
BIF
BIT
BSL
CLS
CLZ
CMEQ
CMGE
CMGT
CMHI
CMHS
CMLE
CMLT
CMTST
CNT
DUP
EOR
EXT
FABD
FABS
FACGE
FACGT
FADD
FADDP
FCMEQ
FCMGE
FCMGT
FCMLE
FCMLT
FCVTAS
FCVTAU
FCVTL
FCVTL2
FCVTMS
FCVTMU
FCVTN
FCVTN2
FCVTNS
FCVTNU
FCVTPS
FCVTPU
FCVTXN
FCVTXN2
FCVTZS
FCVTZU
FDIV
FMAX
FMAXNM
FMAXNMP
FMAXNMV
FMAXP
FMAXV
FMIN
FMINNM
FMINNMP
FMINNMV
FMINP
FMINV
FMLA
FMLS
FMOV
FMUL
FMULX
FNEG
FRECPE
FRECPS
FRECPX
FRINTA
FRINTI
FRINTM
FRINTN
FRINTP
FRINTX
FRINTZ
FRSQRTE
FRSQRTS
FSQRT
FSUB
INS
LD1
LD1R
LD2
LD2R
LD3
LD3R
LD4
LD4R
MLA
MLS
MOV
MOVI
MUL
MVN
MVNI
NEG
NOT
ORN
ORR
PMUL
PMULL
PMULL2
RADDHN
RADDHN2
RBIT
REV16
REV32
REV64
RSHRN
RSHRN2
RSUBHN
RSUBHN2
SABA
SABAL
SABAL2
SABD
SABDL
SABDL2
SADALP
SADDL
SADDL2
SADDLP
SADDLV
SADDW
SADDW2
SCVTF
SHADD
SHL
SHLL
SHLL2
SHRN
SHRN2
SHSUB
SLI
SMAX
SMAXP
SMAXV
SMIN
SMINP
SMINV
SMLAL
SMLAL2
SMLSL
SMLSL2
SMOV
SMULL
SMULL2
SQABS
SQADD
SQDMLAL
SQDMLAL2
SQDMLSL
SQDMLSL2
SQDMULH
SQDMULL
SQDMULL2
SQNEG
SQRDMULH
SQRSHL
SQRSHRN
SQRSHRN2
SQRSHRUN
SQRSHRUN2
SQSHL
SQSHLU
SQSHRN
SQSHRN2
SQSHRUN
SQSHRUN2
SQSUB
SQXTN
SQXTN2
SQXTUN
SQXTUN2
SRHADD
SRI
SRSHL
SRSHR
SRSRA
SSHL
SSHLL
SSHLL2
SSHR
SSRA
SSUBL
SSUBL2
SSUBW
SSUBW2
ST1
ST2
ST3
ST4
SUB
SUBHN
SUBHN2
SUQADD
SXTL
SXTL2
TBL
TBX
TRN1
TRN2
UABA
UABAL
UABAL2
UABD
UABDL
UABDL2
UADALP
UADDL
UADDL2
UADDLP
UADDLV
UADDW
UADDW2
UCVTF
UHADD
UHSUB
UMAX
UMAXP
UMAXV
UMIN
UMINP
UMINV
UMLAL
UMLAL2
UMLSL
UMLSL2
UMOV
UMULL
UMULL2
UQADD
UQRSHL
UQRSHRN
UQRSHRN2
UQSHL
UQSHRN
UQSHRN2
UQSUB
UQXTN
UQXTN2
URECPE
URHADD
URSHL
URSHR
URSQRTE
URSRA
USHL
USHLL
USHLL2
USHR
USQADD
USRA
USUBL
USUBL2
USUBW
USUBW2
UXTL
UXTL2
UZP1
UZP2
XTN
XTN2
ZIP1
ZIP2
